court,date,count
minsk,2019-06-26,53
minsk,2019-07-18,53
minsk,2020-01-22,53
minsk,2020-04-07,53
minskaja,2017-07-18,53
minskaja,2018-11-26,53
minskaja,2018-12-11,53
minskaja,2019-02-28,53
minskaja,2019-05-14,53
minskaja,2019-09-13,53
minskaja,2019-11-25,53
minskaja,2020-02-11,53
minskaja,2020-03-11,53
mogilevskaja,2018-05-07,53
mogilevskaja,2018-08-30,53
mogilevskaja,2018-09-10,53
mogilevskaja,2019-03-25,53
mogilevskaja,2019-09-02,53
minsk,2017-08-02,52
minsk,2018-02-06,52
minsk,2018-09-04,52
minsk,2018-09-12,52
minsk,2018-11-14,52
minsk,2019-02-12,52
minsk,2019-07-31,52
minsk,2019-09-11,52
minsk,2019-10-24,52
minsk,2020-03-11,52
minskaja,2017-08-08,52
minskaja,2017-09-26,52
minskaja,2017-10-17,52
minskaja,2017-11-04,52
minskaja,2018-10-09,52
minskaja,2018-11-09,52
minskaja,2018-11-16,52
minskaja,2018-12-12,52
minskaja,2019-04-09,52
minskaja,2019-05-02,52
minskaja,2020-01-30,52
mogilevskaja,2018-04-05,52
mogilevskaja,2018-04-18,52
mogilevskaja,2018-10-29,52
mogilevskaja,2018-11-01,52
mogilevskaja,2018-11-13,52
mogilevskaja,2019-06-20,52
mogilevskaja,2019-08-05,52
mogilevskaja,2019-08-26,52
mogilevskaja,2020-01-24,52
mogilevskaja,2020-01-30,52
gomelskaja,2020-01-27,51
gomelskaja,2020-04-24,51
minsk,2017-01-06,51
minsk,2018-01-19,51
minsk,2018-06-22,51
minsk,2018-08-07,51
minsk,2018-08-08,51
minsk,2019-01-11,51
minsk,2019-07-02,51
minsk,2019-07-11,51
minsk,2019-07-24,51
minsk,2019-09-18,51
minskaja,2017-07-05,51
minskaja,2017-10-20,51
minskaja,2017-11-15,51
minskaja,2018-07-09,51
minskaja,2018-10-15,51
minskaja,2018-11-06,51
minskaja,2019-03-18,51
minskaja,2019-05-20,51
minskaja,2019-11-26,51
minskaja,2020-01-15,51
mogilevskaja,2018-06-25,51
mogilevskaja,2018-08-23,51
mogilevskaja,2018-10-04,51
mogilevskaja,2019-01-11,51
mogilevskaja,2019-02-04,51
mogilevskaja,2019-07-18,51
mogilevskaja,2019-09-27,51
mogilevskaja,2019-10-14,51
mogilevskaja,2020-01-13,51
gomelskaja,2020-04-23,50
minsk,2017-01-09,50
minsk,2017-09-19,50
minsk,2018-05-08,50
minsk,2018-07-07,50
minsk,2018-08-03,50
minsk,2018-08-24,50
minsk,2018-08-28,50
minsk,2019-05-04,50
minsk,2019-09-25,50
minsk,2020-04-10,50
minsk,2020-05-04,50
minskaja,2017-08-10,50
minskaja,2017-08-15,50
minskaja,2017-11-24,50
minskaja,2018-09-14,50
minskaja,2018-11-27,50
minskaja,2018-11-29,50
minskaja,2019-01-22,50
minskaja,2019-04-11,50
minskaja,2019-05-16,50
minskaja,2019-05-22,50
minskaja,2019-06-11,50
minskaja,2019-06-21,50
minskaja,2019-07-02,50
minskaja,2019-08-27,50
minskaja,2019-11-19,50
minskaja,2020-01-03,50
minskaja,2020-02-07,50
minskaja,2020-04-06,50
mogilevskaja,2018-02-08,50
mogilevskaja,2018-02-22,50
mogilevskaja,2018-03-21,50
mogilevskaja,2018-04-12,50
mogilevskaja,2018-06-27,50
mogilevskaja,2018-08-29,50
mogilevskaja,2018-10-09,50
mogilevskaja,2018-11-08,50
mogilevskaja,2018-12-12,50
mogilevskaja,2019-11-04,50
mogilevskaja,2019-11-06,50
mogilevskaja,2020-06-01,50
minsk,2017-08-16,49
minsk,2019-05-03,49
minsk,2019-08-15,49
minsk,2019-10-30,49
minskaja,2017-05-05,49
minskaja,2017-06-12,49
minskaja,2017-11-09,49
minskaja,2017-12-05,49
minskaja,2018-07-17,49
minskaja,2018-08-01,49
minskaja,2018-10-05,49
minskaja,2018-10-23,49
minskaja,2019-03-05,49
minskaja,2019-06-19,49
minskaja,2019-07-18,49
minskaja,2019-07-30,49
minskaja,2019-10-25,49
minskaja,2019-12-11,49
minskaja,2020-02-05,49
minskaja,2020-02-26,49
minskaja,2020-03-30,49
minskaja,2020-04-21,49
mogilevskaja,2018-01-20,49
mogilevskaja,2018-04-19,49
mogilevskaja,2018-11-22,49
mogilevskaja,2019-04-17,49
mogilevskaja,2019-07-10,49
mogilevskaja,2019-08-02,49
mogilevskaja,2020-01-20,49
mogilevskaja,2020-03-23,49
gomelskaja,2020-06-01,48
minsk,2018-08-01,48
minsk,2018-08-17,48
minsk,2018-12-05,48
minsk,2019-01-16,48
minsk,2019-03-05,48
minsk,2019-07-10,48
minsk,2019-07-25,48
minskaja,2017-06-13,48
minskaja,2017-07-14,48
minskaja,2017-08-29,48
minskaja,2017-09-06,48
minskaja,2017-10-02,48
minskaja,2017-10-26,48
minskaja,2018-01-25,48
minskaja,2018-07-05,48
minskaja,2018-07-23,48
minskaja,2018-07-31,48
minskaja,2018-08-28,48
minskaja,2019-02-14,48
minskaja,2019-02-18,48
minskaja,2019-03-04,48
minskaja,2019-05-03,48
minskaja,2019-05-15,48
minskaja,2019-05-31,48
minskaja,2019-07-01,48
minskaja,2020-02-03,48
minskaja,2020-03-19,48
minskaja,2020-05-06,48
minskaja,2020-05-27,48
mogilevskaja,2018-05-16,48
mogilevskaja,2018-08-14,48
mogilevskaja,2019-03-26,48
mogilevskaja,2019-07-19,48
mogilevskaja,2019-07-25,48
mogilevskaja,2019-08-21,48
mogilevskaja,2019-09-18,48
mogilevskaja,2020-02-18,48
mogilevskaja,2020-03-13,48
gomelskaja,2020-02-17,47
gomelskaja,2020-03-16,47
minsk,2017-11-29,47
minsk,2018-07-13,47
minsk,2018-11-21,47
minsk,2019-01-03,47
minsk,2019-04-18,47
minskaja,2017-10-23,47
minskaja,2017-11-08,47
minskaja,2017-11-28,47
minskaja,2018-01-26,47
minskaja,2019-02-04,47
minskaja,2019-02-05,47
minskaja,2019-02-07,47
minskaja,2019-04-23,47
minskaja,2019-04-24,47
minskaja,2019-05-27,47
minskaja,2019-06-07,47
minskaja,2019-10-15,47
minskaja,2019-10-29,47
minskaja,2019-12-03,47
minskaja,2019-12-16,47
minskaja,2020-02-20,47
minskaja,2020-03-23,47
minskaja,2020-03-24,47
minskaja,2020-03-25,47
minskaja,2020-05-04,47
minskaja,2020-05-12,47
mogilevskaja,2018-04-11,47
mogilevskaja,2018-04-14,47
mogilevskaja,2018-05-18,47
mogilevskaja,2018-06-14,47
mogilevskaja,2018-10-03,47
mogilevskaja,2018-12-07,47
mogilevskaja,2018-12-17,47
mogilevskaja,2019-02-15,47
mogilevskaja,2020-02-07,47
mogilevskaja,2020-05-22,47
gomelskaja,2020-05-14,46
gomelskaja,2020-06-03,46
minsk,2018-07-24,46
minsk,2018-10-03,46
minsk,2019-03-19,46
minsk,2019-03-20,46
minsk,2020-01-09,46
minskaja,2017-08-07,46
minskaja,2017-08-22,46
minskaja,2017-09-05,46
minskaja,2017-11-29,46
minskaja,2017-12-22,46
minskaja,2017-12-26,46
minskaja,2018-08-23,46
minskaja,2018-09-07,46
minskaja,2018-10-22,46
minskaja,2018-11-20,46
minskaja,2018-12-05,46
minskaja,2018-12-10,46
minskaja,2019-03-07,46
minskaja,2019-03-19,46
minskaja,2019-04-03,46
minskaja,2019-04-04,46
minskaja,2019-04-05,46
minskaja,2019-04-10,46
minskaja,2019-04-16,46
minskaja,2019-05-04,46
minskaja,2019-12-18,46
minskaja,2019-12-23,46
minskaja,2020-03-26,46
mogilevskaja,2018-02-21,46
mogilevskaja,2018-04-20,46
mogilevskaja,2018-06-04,46
mogilevskaja,2018-12-20,46
mogilevskaja,2019-04-19,46
mogilevskaja,2019-05-23,46
mogilevskaja,2019-11-20,46
mogilevskaja,2019-11-25,46
mogilevskaja,2020-01-31,46
mogilevskaja,2020-02-05,46
gomelskaja,2020-02-24,45
gomelskaja,2020-05-13,45
minsk,2018-01-08,45
minsk,2018-10-16,45
minsk,2018-12-11,45
minsk,2019-02-22,45
minsk,2019-03-15,45
minsk,2019-09-20,45
minsk,2019-12-11,45
minskaja,2017-07-24,45
minskaja,2017-08-16,45
minskaja,2017-08-21,45
minskaja,2017-09-19,45
minskaja,2017-09-29,45
minskaja,2017-12-07,45
minskaja,2018-08-14,45
minskaja,2018-09-12,45
minskaja,2018-10-24,45
minskaja,2018-11-30,45
minskaja,2018-12-04,45
minskaja,2019-02-21,45
minskaja,2019-03-12,45
minskaja,2019-03-28,45
minskaja,2019-05-13,45
minskaja,2019-05-21,45
minskaja,2019-06-12,45
minskaja,2019-07-10,45
minskaja,2019-09-24,45
minskaja,2019-10-07,45
minskaja,2020-01-08,45
minskaja,2020-01-14,45
minskaja,2020-03-09,45
minskaja,2020-03-18,45
minskaja,2020-04-23,45
mogilevskaja,2018-01-18,45
mogilevskaja,2018-01-31,45
mogilevskaja,2018-05-22,45
mogilevskaja,2018-05-31,45
mogilevskaja,2018-10-10,45
mogilevskaja,2018-10-25,45
mogilevskaja,2018-11-29,45
mogilevskaja,2018-12-22,45
mogilevskaja,2019-01-23,45
mogilevskaja,2019-06-07,45
mogilevskaja,2019-10-18,45
mogilevskaja,2019-11-18,45
mogilevskaja,2019-12-13,45
mogilevskaja,2019-12-27,45
mogilevskaja,2020-02-06,45
mogilevskaja,2020-04-16,45
gomelskaja,2020-01-20,44
gomelskaja,2020-05-21,44
minsk,2017-09-12,44
minsk,2018-08-21,44
minsk,2019-01-15,44
minsk,2019-08-14,44
minsk,2019-11-26,44
minsk,2019-12-10,44
minsk,2020-01-16,44
minskaja,2017-05-06,44
minskaja,2017-11-03,44
minskaja,2018-07-06,44
minskaja,2018-07-30,44
minskaja,2018-08-21,44
minskaja,2018-09-21,44
minskaja,2018-11-28,44
minskaja,2018-12-03,44
minskaja,2019-02-19,44
minskaja,2019-03-26,44
minskaja,2019-04-02,44
minskaja,2019-06-04,44
minskaja,2019-12-05,44
minskaja,2020-01-28,44
minskaja,2020-02-12,44
minskaja,2020-02-14,44
minskaja,2020-02-25,44
minskaja,2020-03-03,44
minskaja,2020-03-16,44
minskaja,2020-04-13,44
minskaja,2020-04-22,44
mogilevskaja,2018-01-26,44
mogilevskaja,2018-01-30,44
mogilevskaja,2018-03-06,44
mogilevskaja,2018-08-24,44
mogilevskaja,2019-01-24,44
mogilevskaja,2019-02-22,44
mogilevskaja,2019-06-06,44
mogilevskaja,2019-10-04,44
mogilevskaja,2019-11-22,44
mogilevskaja,2019-12-11,44
mogilevskaja,2020-01-27,44
mogilevskaja,2020-04-21,44
mogilevskaja,2020-06-03,44
vitebskaja,2019-10-23,44
gomelskaja,2020-04-22,43
gomelskaja,2020-04-29,43
gomelskaja,2020-05-05,43
grodnenskaja,2019-05-20,43
minsk,2017-01-10,43
minsk,2019-02-06,43
minsk,2019-08-28,43
minsk,2020-02-26,43
minskaja,2017-05-04,43
minskaja,2017-05-18,43
minskaja,2017-05-19,43
minskaja,2017-08-31,43
minskaja,2017-09-11,43
minskaja,2017-10-24,43
minskaja,2018-01-23,43
minskaja,2018-10-02,43
minskaja,2018-10-16,43
minskaja,2018-10-26,43
minskaja,2018-12-22,43
minskaja,2019-02-06,43
minskaja,2019-02-08,43
minskaja,2019-03-14,43
minskaja,2019-04-22,43
minskaja,2019-09-17,43
minskaja,2019-10-24,43
minskaja,2019-10-28,43
minskaja,2019-11-27,43
minskaja,2019-11-28,43
minskaja,2019-12-09,43
minskaja,2020-02-18,43
minskaja,2020-04-15,43
minskaja,2020-05-13,43
minskaja,2020-05-19,43
minskaja,2020-05-29,43
mogilevskaja,2018-01-05,43
mogilevskaja,2018-01-22,43
mogilevskaja,2018-03-14,43
mogilevskaja,2018-05-28,43
mogilevskaja,2018-06-20,43
mogilevskaja,2018-07-13,43
mogilevskaja,2018-07-27,43
mogilevskaja,2018-08-10,43
mogilevskaja,2018-09-07,43
mogilevskaja,2018-11-30,43
mogilevskaja,2019-02-28,43
mogilevskaja,2019-05-02,43
mogilevskaja,2019-06-28,43
mogilevskaja,2019-08-12,43
mogilevskaja,2019-08-23,43
mogilevskaja,2019-09-03,43
mogilevskaja,2019-10-30,43
mogilevskaja,2020-03-27,43
mogilevskaja,2020-04-03,43
gomelskaja,2019-12-23,42
gomelskaja,2019-12-26,42
minsk,2018-10-24,42
minskaja,2017-06-05,42
minskaja,2017-07-06,42
minskaja,2017-07-19,42
minskaja,2017-10-04,42
minskaja,2017-11-01,42
minskaja,2017-11-14,42
minskaja,2018-07-12,42
minskaja,2018-07-16,42
minskaja,2018-07-25,42
minskaja,2018-10-03,42
minskaja,2018-11-13,42
minskaja,2018-12-13,42
minskaja,2019-01-16,42
minskaja,2019-01-31,42
minskaja,2019-02-25,42
minskaja,2019-02-27,42
minskaja,2019-05-10,42
minskaja,2019-05-11,42
minskaja,2019-05-29,42
minskaja,2019-05-30,42
minskaja,2019-06-18,42
minskaja,2019-10-02,42
minskaja,2019-10-04,42
minskaja,2019-10-08,42
minskaja,2019-11-13,42
minskaja,2019-11-18,42
minskaja,2019-11-20,42
minskaja,2019-11-21,42
minskaja,2020-02-17,42
minskaja,2020-03-20,42
minskaja,2020-05-08,42
minskaja,2020-05-18,42
mogilevskaja,2018-02-16,42
mogilevskaja,2018-03-30,42
mogilevskaja,2018-04-04,42
mogilevskaja,2018-08-06,42
mogilevskaja,2018-09-06,42
mogilevskaja,2018-09-28,42
mogilevskaja,2018-10-23,42
mogilevskaja,2018-12-04,42
mogilevskaja,2019-04-25,42
mogilevskaja,2019-05-24,42
mogilevskaja,2019-07-04,42
mogilevskaja,2019-07-24,42
mogilevskaja,2019-11-16,42
mogilevskaja,2019-12-19,42
mogilevskaja,2020-03-18,42
mogilevskaja,2020-05-05,42
mogilevskaja,2020-05-13,42
vitebskaja,2019-12-10,42
gomelskaja,2020-02-27,41
gomelskaja,2020-03-02,41
minsk,2018-07-18,41
minsk,2018-10-23,41
minsk,2019-05-15,41
minskaja,2017-05-29,41
